rsprot packet-codec generation status
revisions 221-239; 209 packets emitted, 2 refused

--- emitted (prot, file, dir, layouts, revisions covered) ---
  OK   ACCOUNT_FLAGS                    account_flags.c out   1 layout(s)  7 rev(s)
  rev230 in   npcs/OpNpcTDecoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   objs/OpObj1Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   objs/OpObj2Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   objs/OpObj3Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   objs/OpObj4Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   objs/OpObj5Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   objs/OpObjTDecoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   players/OpPlayer1Decoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   players/OpPlayer2Decoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   players/OpPlayer3Decoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   players/OpPlayer4Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   players/OpPlayer5Decoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   players/OpPlayer6Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   players/OpPlayer7Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   players/OpPlayer8Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 in   players/OpPlayerTDecoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev230 out  camera/CamTargetV3Encoder.kt                                 buffer expression not understood: when (val type = message.type) {
            is CamTargetV3.
  rev230 out  clan/ClanChannelDeltaEncoder.kt                              buffer expression not understood: when (event) {
                is ClanChannelDelta.AddUserEv
  rev230 out  clan/ClanChannelFullEncoder.kt                               buffer expression not understood: when (val update = message.update) {
            is ClanChan
  rev230 out  clan/ClanSettingsDeltaEncoder.kt                             buffer expression not understood: when (update) {
                is ClanSettingsDelta.SetClan
  rev230 out  clan/ClanSettingsFullEncoder.kt                              buffer expression not understood: when (update) {
            is ClanSettingsFull.JoinUpdate -
  rev230 out  clan/MessageClanChannelEncoder.kt                            unmodeled call: provide(...)
  rev230 out  clan/MessageClanChannelSystemEncoder.kt                      unmodeled call: provide(...)
  rev230 out  clan/VarClanEncoder.kt                                       buffer expression not understood: when (val value = message.value) {
            is VarClan.Va
  rev230 out  friendchat/MessageFriendChannelEncoder.kt                    unmodeled call: provide(...)
  rev230 out  friendchat/UpdateFriendChatChannelFullV2Encoder.kt           buffer expression not understood: when (val update = message.updateType) {
            is Upda
  rev230 out  friendchat/UpdateFriendChatChannelSingleUserEncoder.kt       internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendChatChannelSingleUser'), ('op', '.'), ('ident', 'AddedFriendChatUser')]
  rev230 out  interfaces/IfResyncEncoder.kt                                array `events` is bounded by events_count, which is never transferred -- decoding cannot know how many to read
  rev230 out  inv/UpdateInvFullEncoder.kt                                  unmodeled member access: .NULL
  rev230 out  inv/UpdateInvPartialEncoder.kt                               unmodeled call: getSlot(...)
  rev230 out  map/RebuildNormalEncoder.kt                                  array `key` is bounded by key_count, which is never transferred -- decoding cannot know how many to read
  rev230 out  misc/client/HintArrowEncoder.kt                              buffer expression not understood: when (val type = message.type) {
            is HintArrow.Np
  rev230 out  misc/client/HiscoreReplyEncoder.kt                           buffer expression not understood: when (val response = message.response) {
            is Hisc
  rev230 out  misc/client/ReflectionCheckerEncoder.kt                      buffer expression not understood: when (check) {
                is ReflectionChecker.GetField
  rev230 out  misc/client/UpdateUid192Encoder.kt                           unmapped wire function: pdata
  rev230 out  misc/client/UrlOpenEncoder.kt                                unrecognized buffer call: buffer.buffer.setByte(i, buffer.buffer.getByte(i) + streamCi
  rev230 out  misc/player/RunClientScriptEncoder.kt                        internal error: SyntaxError: trailing tokens: [('ident', 'as'), ('ident', 'Int')]
  rev230 out  misc/player/SetPlayerOpEncoder.kt                            pjstr writes a computed expression `(m->op != NULL ? m->op : "null")`, which has no field to decode back into
  rev230 out  misc/player/UpdateStockMarketSlotEncoder.kt                  buffer expression not understood: when (val update = message.update) {
            UpdateStock
  rev230 out  misc/player/UpdateTradingPostEncoder.kt                      buffer expression not understood: when (val update = message.updateType) {
            UpdateT
  rev230 out  social/MessagePrivateEchoEncoder.kt                          unmodeled call: provide(...)
  rev230 out  social/MessagePrivateEncoder.kt                              unmodeled call: provide(...)
  rev230 out  social/UpdateFriendListEncoder.kt                            internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendList'), ('op', '.'), ('ident', 'OnlineFriend')]
  rev230 out  social/UpdateIgnoreListEncoder.kt                            buffer expression not understood: when (ignore) {
                is UpdateIgnoreList.AddedIgn
  rev230 out  specific/NpcSpotAnimSpecificEncoder.kt                       p4Alt2 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev230 out  specific/PlayerSpotAnimSpecificEncoder.kt                    p4 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev230 out  zone/payload/LocAddChangeV2Encoder.kt                        unmodeled IR op: for_each_pair
  rev231 in   buttons/If3ButtonDecoder.kt                                  unresolved identifier: op
  rev231 in   buttons/IfScriptTriggerDecoder.kt                            unrecognized buffer call: buffer.buffer.readerIndex(buffer.buffer.writerIndex())
  rev231 in   clan/AffinedClanSettingsSetMutedFromChannelDecoder.kt        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   events/EventAppletFocusDecoder.kt                            g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   events/EventKeyboardDecoder.kt                               unmodeled call: readableBytes(...)
  rev231 in   events/EventMouseMoveDecoder.kt                              buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev231 in   events/EventNativeMouseMoveDecoder.kt                        buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev231 in   friendchat/FriendChatJoinLeaveDecoder.kt                     unparseable val name: unexpected token None
  rev231 in   locs/OpLoc1Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   locs/OpLoc2Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   locs/OpLoc3Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   locs/OpLoc4Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   locs/OpLoc5Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   locs/OpLocTDecoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   messaging/MessagePrivateDecoder.kt                           unmodeled call: provide(...)
  rev231 in   messaging/MessagePublicDecoder.kt                            unparseable val patternArray: unexpected token None
  rev231 in   misc/client/ReflectionCheckReplyDecoder.kt                   unrecognized buffer call: buffer.buffer.readerIndex(buffer.buffer.writerIndex())
  rev231 in   misc/user/ClickWorldMapDecoder.kt                            unmodeled call: CoordGrid(...)
  rev231 in   misc/user/SendSnapshotDecoder.kt                             g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   npcs/OpNpc1Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   npcs/OpNpc2Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   npcs/OpNpc3Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   npcs/OpNpc4Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   npcs/OpNpc5Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   npcs/OpNpcTDecoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   objs/OpObj1Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   objs/OpObj2Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   objs/OpObj3Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   objs/OpObj4Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   objs/OpObj5Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   objs/OpObjTDecoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   players/OpPlayer1Decoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   players/OpPlayer2Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   players/OpPlayer3Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   players/OpPlayer4Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   players/OpPlayer5Decoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   players/OpPlayer6Decoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   players/OpPlayer7Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   players/OpPlayer8Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 in   players/OpPlayerTDecoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev231 out  camera/CamTargetV3Encoder.kt                                 buffer expression not understood: when (val type = message.type) {
            is CamTargetV3.
  rev231 out  clan/ClanChannelDeltaEncoder.kt                              buffer expression not understood: when (event) {
                is ClanChannelDelta.AddUserEv
  rev231 out  clan/ClanChannelFullEncoder.kt                               buffer expression not understood: when (val update = message.update) {
            is ClanChan
  rev231 out  clan/ClanSettingsDeltaEncoder.kt                             buffer expression not understood: when (update) {
                is ClanSettingsDelta.SetClan
  rev231 out  clan/ClanSettingsFullEncoder.kt                              buffer expression not understood: when (update) {
            is ClanSettingsFull.JoinUpdate -
  rev231 out  clan/MessageClanChannelEncoder.kt                            unmodeled call: provide(...)
  rev231 out  clan/MessageClanChannelSystemEncoder.kt                      unmodeled call: provide(...)
  rev231 out  clan/VarClanEncoder.kt                                       buffer expression not understood: when (val value = message.value) {
            is VarClan.Va
  rev231 out  friendchat/MessageFriendChannelEncoder.kt                    unmodeled call: provide(...)
  rev231 out  friendchat/UpdateFriendChatChannelFullV2Encoder.kt           buffer expression not understood: when (val update = message.updateType) {
            is Upda
  rev231 out  friendchat/UpdateFriendChatChannelSingleUserEncoder.kt       internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendChatChannelSingleUser'), ('op', '.'), ('ident', 'AddedFriendChatUser')]
  rev231 out  interfaces/IfResyncV1Encoder.kt                              array `events` is bounded by events_count, which is never transferred -- decoding cannot know how many to read
  rev231 out  interfaces/IfResyncV2Encoder.kt                              array `events` is bounded by events_count, which is never transferred -- decoding cannot know how many to read
  rev231 out  inv/UpdateInvFullEncoder.kt                                  unmodeled member access: .NULL
  rev231 out  inv/UpdateInvPartialEncoder.kt                               unmodeled call: getSlot(...)
  rev231 out  map/RebuildNormalEncoder.kt                                  array `key` is bounded by key_count, which is never transferred -- decoding cannot know how many to read
  rev231 out  misc/client/HintArrowEncoder.kt                              buffer expression not understood: when (val type = message.type) {
            is HintArrow.Np
  rev231 out  misc/client/HiscoreReplyEncoder.kt                           buffer expression not understood: when (val response = message.response) {
            is Hisc
  rev231 out  misc/client/ReflectionCheckerEncoder.kt                      buffer expression not understood: when (check) {
                is ReflectionChecker.GetField
  rev231 out  misc/client/UpdateUid192Encoder.kt                           unmapped wire function: pdata
  rev231 out  misc/client/UrlOpenEncoder.kt                                unrecognized buffer call: buffer.buffer.setByte(i, buffer.buffer.getByte(i) + streamCi
  rev231 out  misc/player/RunClientScriptEncoder.kt                        buffer expression not understood: when (type) {
                'W' -> {
                    v
  rev231 out  misc/player/SetPlayerOpEncoder.kt                            pjstr writes a computed expression `(m->op != NULL ? m->op : "null")`, which has no field to decode back into
  rev231 out  misc/player/UpdateStockMarketSlotEncoder.kt                  buffer expression not understood: when (val update = message.update) {
            UpdateStock
  rev231 out  misc/player/UpdateTradingPostEncoder.kt                      buffer expression not understood: when (val update = message.updateType) {
            UpdateT
  rev231 out  social/MessagePrivateEchoEncoder.kt                          unmodeled call: provide(...)
  rev231 out  social/MessagePrivateEncoder.kt                              unmodeled call: provide(...)
  rev231 out  social/UpdateFriendListEncoder.kt                            internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendList'), ('op', '.'), ('ident', 'OnlineFriend')]
  rev231 out  social/UpdateIgnoreListEncoder.kt                            buffer expression not understood: when (ignore) {
                is UpdateIgnoreList.AddedIgn
  rev231 out  specific/NpcSpotAnimSpecificEncoder.kt                       p4 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev231 out  specific/PlayerSpotAnimSpecificEncoder.kt                    p4Alt2 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev231 out  zone/payload/LocAddChangeV2Encoder.kt                        unmodeled IR op: for_each_pair
  rev232 in   buttons/IfScriptTriggerDecoder.kt                            unrecognized buffer call: buffer.buffer.readerIndex(buffer.buffer.writerIndex())
  rev232 in   clan/AffinedClanSettingsSetMutedFromChannelDecoder.kt        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   events/EventAppletFocusDecoder.kt                            g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   events/EventKeyboardDecoder.kt                               unmodeled call: readableBytes(...)
  rev232 in   events/EventMouseMoveDecoder.kt                              buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev232 in   events/EventNativeMouseMoveDecoder.kt                        buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev232 in   friendchat/FriendChatJoinLeaveDecoder.kt                     unparseable val name: unexpected token None
  rev232 in   locs/OpLoc1Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   locs/OpLoc2Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   locs/OpLoc3Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   locs/OpLoc4Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   locs/OpLoc5Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   locs/OpLocTDecoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   messaging/MessagePrivateDecoder.kt                           unmodeled call: provide(...)
  rev232 in   messaging/MessagePublicDecoder.kt                            unparseable val patternArray: unexpected token None
  rev232 in   misc/client/ReflectionCheckReplyDecoder.kt                   unrecognized buffer call: buffer.buffer.readerIndex(buffer.buffer.writerIndex())
  rev232 in   misc/user/ClickWorldMapDecoder.kt                            unmodeled call: CoordGrid(...)
  rev232 in   misc/user/SendSnapshotDecoder.kt                             g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   npcs/OpNpc1Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   npcs/OpNpc2Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   npcs/OpNpc3Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   npcs/OpNpc4Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   npcs/OpNpc5Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   npcs/OpNpcTDecoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   objs/OpObj1Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   objs/OpObj2Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   objs/OpObj3Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   objs/OpObj4Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   objs/OpObj5Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   objs/OpObjTDecoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   players/OpPlayer1Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   players/OpPlayer2Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   players/OpPlayer3Decoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   players/OpPlayer4Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   players/OpPlayer5Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   players/OpPlayer6Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   players/OpPlayer7Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   players/OpPlayer8Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 in   players/OpPlayerTDecoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev232 out  camera/CamTargetV3Encoder.kt                                 buffer expression not understood: when (val type = message.type) {
            is CamTargetV3.
  rev232 out  clan/ClanChannelDeltaEncoder.kt                              buffer expression not understood: when (event) {
                is ClanChannelDelta.AddUserEv
  rev232 out  clan/ClanChannelFullEncoder.kt                               buffer expression not understood: when (val update = message.update) {
            is ClanChan
  rev232 out  clan/ClanSettingsDeltaEncoder.kt                             buffer expression not understood: when (update) {
                is ClanSettingsDelta.SetClan
  rev232 out  clan/ClanSettingsFullEncoder.kt                              buffer expression not understood: when (update) {
            is ClanSettingsFull.JoinUpdate -
  rev232 out  clan/MessageClanChannelEncoder.kt                            unmodeled call: provide(...)
  rev232 out  clan/MessageClanChannelSystemEncoder.kt                      unmodeled call: provide(...)
  rev232 out  clan/VarClanEncoder.kt                                       buffer expression not understood: when (val value = message.value) {
            is VarClan.Va
  rev232 out  friendchat/MessageFriendChannelEncoder.kt                    unmodeled call: provide(...)
  rev232 out  friendchat/UpdateFriendChatChannelFullV2Encoder.kt           buffer expression not understood: when (val update = message.updateType) {
            is Upda
  rev232 out  friendchat/UpdateFriendChatChannelSingleUserEncoder.kt       internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendChatChannelSingleUser'), ('op', '.'), ('ident', 'AddedFriendChatUser')]
  rev232 out  interfaces/IfResyncV2Encoder.kt                              array `events` is bounded by events_count, which is never transferred -- decoding cannot know how many to read
  rev232 out  inv/UpdateInvFullEncoder.kt                                  unmodeled member access: .NULL
  rev232 out  inv/UpdateInvPartialEncoder.kt                               unmodeled call: getSlot(...)
  rev232 out  map/RebuildNormalEncoder.kt                                  array `key` is bounded by key_count, which is never transferred -- decoding cannot know how many to read
  rev232 out  misc/client/HintArrowEncoder.kt                              buffer expression not understood: when (val type = message.type) {
            is HintArrow.Np
  rev232 out  misc/client/HiscoreReplyEncoder.kt                           buffer expression not understood: when (val response = message.response) {
            is Hisc
  rev232 out  misc/client/ReflectionCheckerEncoder.kt                      buffer expression not understood: when (check) {
                is ReflectionChecker.GetField
  rev232 out  misc/client/UpdateUid192Encoder.kt                           unmapped wire function: pdata
  rev232 out  misc/client/UrlOpenEncoder.kt                                unrecognized buffer call: buffer.buffer.setByte(i, buffer.buffer.getByte(i) + streamCi
  rev232 out  misc/player/RunClientScriptEncoder.kt                        buffer expression not understood: when (type) {
                'W' -> {
                    v
  rev232 out  misc/player/SetPlayerOpEncoder.kt                            pjstr writes a computed expression `(m->op != NULL ? m->op : "null")`, which has no field to decode back into
  rev232 out  misc/player/UpdateStockMarketSlotEncoder.kt                  buffer expression not understood: when (val update = message.update) {
            UpdateStock
  rev232 out  misc/player/UpdateTradingPostEncoder.kt                      buffer expression not understood: when (val update = message.updateType) {
            UpdateT
  rev232 out  social/MessagePrivateEchoEncoder.kt                          unmodeled call: provide(...)
  rev232 out  social/MessagePrivateEncoder.kt                              unmodeled call: provide(...)
  rev232 out  social/UpdateFriendListEncoder.kt                            internal error: SyntaxError: trailing tokens: [('ident', 'is'), ('ident', 'UpdateFriendList'), ('op', '.'), ('ident', 'OnlineFriend')]
  rev232 out  social/UpdateIgnoreListEncoder.kt                            buffer expression not understood: when (ignore) {
                is UpdateIgnoreList.AddedIgn
  rev232 out  specific/NpcSpotAnimSpecificEncoder.kt                       p4Alt1 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev232 out  specific/PlayerSpotAnimSpecificEncoder.kt                    p4Alt1 writes a computed expression `((m->height << 16) | m->delay)`, which has no field to decode back into
  rev232 out  zone/payload/LocAddChangeV2Encoder.kt                        unmodeled IR op: for_each_pair
  rev233 in   buttons/IfScriptTriggerDecoder.kt                            unrecognized buffer call: buffer.buffer.readerIndex(buffer.buffer.writerIndex())
  rev233 in   clan/AffinedClanSettingsSetMutedFromChannelDecoder.kt        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   events/EventAppletFocusDecoder.kt                            g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   events/EventKeyboardDecoder.kt                               unmodeled call: readableBytes(...)
  rev233 in   events/EventMouseMoveDecoder.kt                              buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev233 in   events/EventNativeMouseMoveDecoder.kt                        buffer expression not understood: while (buffer.isReadable) {
            var packed = buffer.
  rev233 in   friendchat/FriendChatJoinLeaveDecoder.kt                     unparseable val name: unexpected token None
  rev233 in   locs/OpLoc1Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   locs/OpLoc2Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   locs/OpLoc3Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   locs/OpLoc4Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   locs/OpLoc5Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   locs/OpLocTDecoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   messaging/MessagePrivateDecoder.kt                           unmodeled call: provide(...)
  rev233 in   messaging/MessagePublicDecoder.kt                            unparseable val patternArray: unexpected token None
  rev233 in   misc/client/ReflectionCheckReplyDecoder.kt                   unrecognized buffer call: buffer.buffer.readerIndex(buffer.buffer.writerIndex())
  rev233 in   misc/user/ClickWorldMapDecoder.kt                            unmodeled call: CoordGrid(...)
  rev233 in   misc/user/SendSnapshotDecoder.kt                             g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   npcs/OpNpc1Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   npcs/OpNpc2Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   npcs/OpNpc3Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   npcs/OpNpc4Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   npcs/OpNpc5Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   npcs/OpNpcTDecoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   objs/OpObj1Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   objs/OpObj2Decoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   objs/OpObj3Decoder.kt                                        g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   objs/OpObj4Decoder.kt                                        g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   objs/OpObj5Decoder.kt                                        g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   objs/OpObjTDecoder.kt                                        g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   players/OpPlayer1Decoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   players/OpPlayer2Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   players/OpPlayer3Decoder.kt                                  g1Alt1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   players/OpPlayer4Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   players/OpPlayer5Decoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   players/OpPlayer6Decoder.kt                                  g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   players/OpPlayer7Decoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   players/OpPlayer8Decoder.kt                                  g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   players/OpPlayerTDecoder.kt                                  g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   worldentities/OpWorldEntity1Decoder.kt                       g1Alt3 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   worldentities/OpWorldEntity2Decoder.kt                       g1Alt2 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   worldentities/OpWorldEntity3Decoder.kt                       g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
  rev233 in   worldentities/OpWorldEntity4Decoder.kt                       g1 compared to 1 on read: the encode direction cannot reconstruct the original value from a bool
